0,Review,Liked
"दिल्ली बेस्ड सूरज शर्मा को इससे पहले आपने 'लाइफ ऑफ पाई' में देखा था

","Delhi-based Suraj Sharma had previously seen in 'Life of Pi'

",0
"दिल्ली में शुरू होने वाले एक मशूहर नाटक फेस्टिवल का आयोजन करने वाली कमिटी का हेड मौलिक को ऐसा ड्रामा करने की सलाह देता है जिसमें सेक्स और ऐसा सस्ते डायलॉग हों, जिसके दम पर शो हाउसफुल हो

","Gives Delhi having a popularly Drama Festival's advice drama that the original head of the committee that organizes the start in which sex and so cheap dialog which shows levers are Housefull

",0
"दिल्ली से इस  क्वीन का खास रिश्ता है

","Delhi has a special relationship to the Queen

",0
"दीवार पर सिड और त्रिशा के लगे फोटो कम होते जाते हैं और उनकी जगह लेता है उनके बच्चे का फोटो

","Wall grow at Sid and took photos of Trisha and takes his place photos of their children

",0
"दूसरा घंटा एक्शन पैक्ड है

","The second hour action-packed

",0
"दूसरी ओर रिहाना अपनी मर्जी की मालकिन है

","On the other hand Rihanna is the owner of his own

",0
" इंडियन सिनेमा के सौंवें साल पर समर्पित फिल्म में भी फिल्म इंडस्ट्री के दिग्गज दिलीप कुमार, मनोज कुमार, जितेंद्र, धर्मेंद्र, वहीदा रहमान, माला सिन्हा, नंदा, आशा पारिख, हेलन जैसी कई दूसरी नामचीन हस्तियों को नजरअंदाज करना समझ से परे है, जिन्होंने इंडियन सिनेमा को नई पहचान दिलाई

"," Veteran Dilip Kumar's film industry dedicated film centennial year of Indian cinema, Manoj Kumar, Jeetendra, Dharmendra, Waheeda Rehman, Mala Sinha Nanda, hope beyond comprehension to ignore many other celebrities such as Parekh, Helen, who Indian administered new identity Movies

",0
"दूसरी कहानी का डेविड (चियान विक्रम) एक म्यूजिशन है

","The second story of David (Chian Vikram) is a Mugisn

",0
"दूसरे जांचकर्ता के तौर पर रे कास्टेन और निकोल किडमैन शामिल है

","Other investigators have involved Ray Kasten and Nicole Kidman

",0
"देर रात सैम के इसी फोन पर फैंटम कॉल आनी शुरू हो जाती है

","Late Sam begins to feel phantom calls on the same phone

",0
"देश के सुदूर कोने में चावल उगाने वाले एक किसान की बेटी के संघर्ष की कहानी आज अखबारों-पत्रिकाओं और टीवी के माध्यम से लोगों तक पहुंच चुकी है, लेकिन बड़े पर्दे पर किसी भी कहानी को देखने का रोमांच अलग है

","The story of the struggle of the daughter of a farmer growing rice in a remote corner of the country has reached the people through today's papers, magazines and TV, but is different from seeing a story on the big screen

",0
"देश भर में रेकॉर्ड 3700 से ज्यादा स्क्रीन पर रिलीज हुई इस फिल्म ने शाहरूख खान स्टारर 'चेन्नई एक्सप्रेस' के स्क्रीन रेकॉर्ड को पीछे छोड दिया है

","Record across the country, released on more than 3,700 screens, the film has surpassed Shah Rukh Khan screen record starrer 'Chennai Express'

",0
"दो सप्ताह पूर्व डॉन 2 और इस सप्ताह रिलीज हुई ‘प्लेयर्स’ में काफी कुछ समानता है

","Two weeks ago Don 2 and lot of similarity was released this week 'Players'

",0
"नगोरी म्यूजिक का जबर्दस्त शौकीन है

","Great fond of Ngori music

",0
"नशा' के दिल्ली बेस्ड निर्माता सुरेंद्र कहते हैं, मैं उस वक्त हैरान रह गया जब यूपी और बिहार के दूरदराज इलाकों के छोटे छोटे टूरिंग टॉकीजों के मालिकों ने मुझे बताया उनके टॉकीज पर फिल्म का पोस्टर लगने से पहले से ही दर्शक फिल्म की हीरोइन पूनम पांडे के बारे में बहुत कुछ जानते है

","Addicts' Delhi-based producer Surendra says, I then surprised was when UP and Bihar remote areas of small touring Tokijon owners told me Poonam heroine of the audience before being poster of the film on their talkies Pandey about know a lot

",0
"नाना पाटेकर अभिनीत फिल्म अब तक छप्पन 2 आज रिलीज हो चुकी है

","Nana Patekar starrer far fifty 2 has been released today

",0
"नाम के मुताबिक ही दिल्ली की पृष्ठभूमि पर आधारित है 'दिल्लीवाली जालिम गर्लफ्रेंड' कहानी है

","The name is based on the background of Delhi Dilliwali the bloodthirsty girlfriends' story

",0
" इंस्पकेटर इन शूटर्स को तो छोड़ देता है, उनकी जगह मुन्ना, बंटी और दलेर को एमएलए का हत्यारा बताकर उनका एनकाउंटर करने की प्लानिंग में लग जाता है

"," Inspaketr leaves if these shooters, their place tot, Bunty and singer is looking into planning of their encounter by telling killer MLA

",0
"निखिल ने बॉक्स ऑफिस का मोह छोड़कर कहानी को एक ही ट्रैक पर रखा है

","Nikhil except fascination of the box office story is placed on the same track

",0
"निर्देशक का काम होता है कि अविश्वसनीय कहानी को विश्वसनीय बनाना

","Director's work that make credible the incredible story

",0
"निर्देशक की सोच थी कि ये फिल्म थोड़ा डराए और थोड़ा रोमांचित करे

","The director was thinking that the film slightly Deraa and may briefly thrilled

",0
"निर्देशक ज्योतिन गोयल

","Director Jyotin Goel

",0
"निर्देशक डायरेक्टरः प्रेम राज सोनी

","Directed by director Prem Raj Soni

",0
"निर्देशक डेल टोरो ने मैथ्यू रॉबिंस और लुसिंडा की मदद से एक पौराणिक कथा को कहने की कोशिश की है

","Director del Toro is trying to say to a legend with the help of Matthew Robbins and Lucinda

",0
"निर्देशक बैरी सॉनेनफील्ड ने कहानी को बेहद तेज गति से पेश किया है और काफी कुछ दर्शकों की समझदारी पर भी छोड़ा है

","Director Barry Sonenfild left also introduced an extremely fast pace the story and a sense of audience

",0
"निर्देशक शुजीत सरकार ने दिल्ली का जो माहौल पैदा किया है वह सराहनीय है

","Director Shoojit government has created an environment which Delhi is commendable

",0
"निर्देशन : एक दशक से ज्यादा लंबे अर्से बाद लौटे बोकाडिया अगर मल्टिप्लेक्स के इस दौर में जेन एक्स से लेकर फैमिली क्लास तक अपनी अलग नई पहचान बनाना चाहते हैं तो उन्हें कुछ नया सीखकर आना होगा

","Direction: more than a decade long since returned to the round Bokadia if multiplexed from Gen-X Family Class to make its own new identity so they will come some new learning

",0
"निर्देशन : डेविड धवन बरसों से जैसा करते आए हैं, इस बार भी उन्होंने वही कुछ दोहराया है

","Director: David Dhawan have done as many years, this time, he repeated some of the same

",0
" इतना तो लगभग हम सभी जानते हैं

"," So much so that almost all of us know

",0
"निर्देशन : पुनीत पूरी तरह से स्क्रिप्ट के साथ चले हैं

","Director: Puneet completely gone with the script

",0
"निर्देशन : फिल्म स्क्रिप्ट से जरा भी नहीं भटकी, बेशक शशि का इकलौता ऐसा किरदार रहा, जिसके सामने बाकी सभी बौने साबित हो गए

","Direction: being the only character not stray at all from the movie script, of course Shashi, which the rest have to be all dwarves

",0
"निर्देशन : यश राज कैंप के लिए पहले 'मुझसे फ्रेंडशिप करोगी' बना चुकी नूपुर अस्थाना का निर्देशन बस ठीक-ठाक कहा जा सकता है

","Director: Yash directs been made before 'I will Friendship' Nupur Asthana secret camp just might be OK said

",0
"निर्देशन: नितेश तिवारी ने स्क्रिप्ट के साथ न्याय किया है, लेकिन कई जगह फिल्म को बेवजह खींचा भी है

","Direction: Nitesh Tiwari has done justice to the script, but in many places the film drawn inexplicably

",0
"निर्देशन: बेशक शेखर सुमन की यह फिल्म उनके दिल के बेहद नजदीक है

","Direction: Of course Shekhar Suman The film is very close to his heart

",0
"निर्देशन: रजत खुद बरसों से थिएटर से जुड़े हैं, यही वजह है इंडस्ट्री में आज भी वह एक वक्त में एक काम करते हैं

","Direction: Silver themselves are connected to the theater for many years, which is why the industry today do one thing at a time

",0
"निर्देशनः एक बार फिर तिग्मांशु ने स्क्रिप्ट पर अपनी पकड़ कायम रखी

","Nirdeshna once Tigmanshu maintained its hold on the script

",0
"निर्माता ने फिल्म इंडस्ट्री में उन प्रतिभाशाली युवा निर्देशकों के सपनों को टूटते हुए दिखाया है, जो अपने दम पर अच्छी फिल्म बनाने की चाह में आते हैं

","Manufacturers come in showed shattering the dreams of talented young directors in the film industry, who want to make a good movie on your own

",0
"नीलेश (अभय देओल) रात की एक चालीस वाली लोकल मिस कर देता है

","Nilesh (Abhay Deol) is a forty by local Miss Night

",0
"नो वन किल्ड जेसिका' के बाद रानी एक बार फिर महिला किरदार पर टिकी फिल्म करना चाहती थीं

","No One Killed Jessica 'after Queen wanted to film rests once again female characters

",0
" इतना ही नहीं, फिल्म के राइटर और डायरेक्टर विकास बहल भी दिल्ली से हैं

"," Not only that, the film's writer and director Vikas Bahl Delhi

",0
"न्यूकमर पल्लवी शारदा को अभी बहुत कुछ सीखना बाकी है

","Newcomer Pallavi Sharda is yet a lot to learn

",0
"पंजाब फिल्म इंडस्ट्री में अपनी कॉमेडी फिल्मों की सफलता को बॉलीवुड में भुनाने की कोशिश में समीप कंग ने पहली बार हिंदी फिल्म का निर्देशन किया है

","The success of his comedy films in Punjab film industry in an attempt to capitalize on Bollywood near Kang directed the first Hindi film

",0
"पढ़ें: प्रकाश झा ने कहा, 'प्रधानमंत्री को प्रधान सेवक कहो'

","Read: Prakash Jha said, ""Prime Minister tell the chief minister '

",0
"पम्मी अपने घर में हर महीने पड़ोस की महिलाओं के साथ कमिटी की मीटिंग रखती है, यहां भी मुकेश बुआ की हेल्प करता है

","Pammi holds committee meetings with the women of the neighborhood every month in your home, here also help Mukesh aunt

",0
"पहले इंदौर में रहने वाले आशुतोष देशमुख इस फिल्म के एक्जीक्यूटिव प्रोड्यूसर हैं

","Before Ashutosh Deshmukh living in Indore This film Executive Producer

",0
"पहाड़ों जितनी पुरानी कहानी है ‘इशकजादे’ की

","The mountains are as old as the story 'Ishaqzaade'

",0
"पिछले कुछ समय से आ रही मसाला, ऐक्शन फिल्मों के बीच  क्लब 60 ऐसी फिल्म है जो कुछ अलग और नया देखने के शौकीनों के लिए है

","Between the last few spice coming time, action movies club for amateurs to see 60 films that are different and new

",0
"पुरानी कई फिल्मों से लेकर ""इश्किया"" तक गरीब नायक का अपराध करना हमारे मनों को जँचता है

","The crime of the poor hero from old movies to ""Ishqiya"" suits our hearts

",0
"पुलिस एनकाउंटरों लेकर बीते कई बरसों में बहुत कुछ कहा और लिखा जा चुका है

","Police encounters with has been called many things over the past several years and wrote

",0
"पूजा का शौक तो पूरा हो गया, लेकिन उनका मजा दर्शकों के लिए सजा बन गया

","Worship hobby was completed, but they enjoy a punishment for visitors

",0
" इधर वेरोनिका को भी गौतम से प्यार हो जाता है और वह मीरा बनने की कोशिश करती है

"," Meanwhile, Veronica is in love with Gautam and she tried to be merry

",0
"पूजा ने जैसी बेसिर-पैर कहानी लिखी है वैसा ही उनका निर्देशन है

","Worship is written like Besir-leg story so they directed

",0
"प्रड्यूसर अनिल शर्मा की यह फिल्म कुछ साल पहले राजधानी के एक नामी पब्लिक स्कूल में हुए अश्लील एमएमएस कांड को टच करती है

","Producer Anil Sharma does touch the obscene MMS scandal in a well-known public school film capital a few years ago

",0
"प्रतीक ने बतौर डायरेक्टर, ऐक्टर, प्रड्यूसर अपनी इस फिल्म को अपने दादा की सुपर हिट फिल्म 'लव इन टोक्यो' की तर्ज पर ऑस्ट्रेलिया के सिडनी शहर में शूट किया

","Icons shot in her capacity as director, actor, producer Sydney, the film Australia on his grandfather's super hit film 'Love the lines of Tokyo'

",0
"प्रतीक बब्बर पूरी तरह से डायरेक्टर्स एक्टर हैं

","Icons Babbar completely Director Actor

",0
"प्रमोशन के दौरान हालात कुछ ऐसे बने जब इस फिल्म के हीरो रणबीर कपूर ने मीडिया ब्रीफिंग के दौरान महात्मा गांधी का नाम अपनी फिल्म के टाइटिल से जोड़ डाला

","During the promotion situation became certain when the hero of the film Ranbir Kapoor name of Mahatma Gandhi during a media briefing highlights add the title of your movie

",0
"प्राची देसाई इस फिल्म में वही सब कुछ कर रही हैं, जैसा ऐक्शन फिल्म की हिरोइन करती नजर आती हैं

","Prachi Desai in this film are doing the same thing, as the action seems to be the heroine of the film

",0
"प्रिया (सोनाक्षी सिन्हा) का दिल वह जीत लेता है, लेकिन सच-सच बता देता है कि चोरी मेरा काम

","Heart Priya (Sonakshi Sinha) takes the win, but really-truly tell that steal my job

",0
"फरहान की तुलना में विद्या का रोल थोड़ा कमजोर है, लेकिन विद्या अपनी बेहतरीन एक्टिंग से दबदबा साबित करती हैं

","Roll lore than Farhan is a little weak, but Vidya prove dominated his finest acting

",0
"फरारी की सवारी कही-कही बोर करती है, थीम से भटकती है, लेकिन पूरी फिल्म की बात करें तो इसे अच्छी फिल्म कहा जा सकता है

","Ferrari is the biggest bore made-made ride, linger theme, but the point of the film so it's a good film could be called

",0
"फाउंड फुटेज जॉनर यानी कहीं मिला हुआ वीडियो

","Found footage genre that had ever happened to video

",0
" इन कमियों के बावजूद फिल्म यदि ज्यादातर समय बांध कर रखती है तो निर्देशन और एक्टिंग के कारण

"," Despite these shortcomings film if most hang time dam direction and due to acting

",0
"फिल्म आने से पहले जब ट्रेलर परोसा गया था तो लगता था की ये फिल्म कॉन्ट्रोवर्सी के साथ साथ कई सारे भेद खोलेगी

","The film was to think back when the trailer was served to the film a lot of different open with Controvrsi

",0
"फिल्म का अंत जॉर्ज की नई पारी से होता है, सो श्वेत-श्याम के साथ कलर से फिल्म का मिजाज बदलता है

","The film is the end of the new shift of George, sleep changes the mood of the film of color with black and white

",0
"फिल्म का निर्देशन फ्रांसिस लॉरेन्स ने किया है

","The film is directed by Francis Lawrence has

",0
"फिल्म का विषय बहुत ही पुराना है, जैसे बी आर चोपड़ा की फिल्मों में हीरो बार गर्ल से शादी करने के लिए जिद पर अड़ा रहता   था

","Movie theme was very old, such as continued to insist to marry BR hero once Girl in Chopra's films

",0
"फिल्म का स्क्रीनप्ले (इला बेदी और करण मल्होत्रा) बहुत ही ड्रामेटिक है

","The film's screenplay (Ila Bedi and Karan Malhotra) is very dramatic

",0
"फिल्म की कहानी एक लड़के की इच्छाओं पर आधारित है

","The film is based on the desires of a boy

",0
"फिल्म की कहानी में तलाक जैसे गंभीर मुद्दे को  सिचुएशनल कॉमेडी का रूप देने की कोशिश की गई है

","Critical issues such as divorce The film went on to give the Sichuasnl comedy

",0
"फिल्म की कहानी साधारण है

","The story is simple

",0
"फिल्म की कहानी सीधी है और इसमें खास उतार-चढ़ाव नहीं है, लेकिन फिल्म की गति को इतना तेज रखा गया है कि दर्शक को ज्यादा सोचने  का समय नहीं मिलता

","The straight story and special fluctuations do not, but the film speed has been so fast that do not get the viewer time to think more

",0
"फिल्म की कहानी हैकर्स की दुनिया में ले जाती है

","The film takes place in the hackers of the world

",0
"  सब का अपना-अपना सच है

","  All your-own true

",0
" इन किरदारों के इर्द-गिर्द घूमती इस फिल्म का एंड वही है जो 70-80 के दशक में सी क्लास डबल रोल फिल्मों का होता था

"," Revolves around these characters was this film and what is the C Class Double roll films in 70-80's

",0
"फिल्म की लीड पेयर करीना कपूर और इमरान खान की कैमिस्ट्री खूब जमी है

","The film's lead pair Kareena Kapoor and chemistry are frozen Imran Khan

",0
"फिल्म की शुरुआत से पहले संजय दत्त के बचपन की तस्वीरों से लेकर उनके करियर के शुरुआती दौर से अब तक की तस्वीरें दिखाकर शायद प्रॉडक्शन कंपनी संजू के फैंस की हमदर्दी को भी बटोरना चाहती है

","Photos From photographs of the actor's childhood before the beginning of the film from the earliest stages of his career so far, showing perhaps production company wants to raise the sympathy of fans Sanju

",0
"फिल्म के एक पोस्टर में मल्लिका शेरावत एक ऐंबैसडर कार की छत पर तिरंगा में लिपटीं नज़र आ रही हैं

","A poster of the film Mallika Sherawat coming Liptin glance flag on the roof of an Ambassador car

",0
"फिल्म के डायरेक्टर अनुराग कश्यप का निर्देशन सशक्त है

","Film director Anurag Kashyap directed Strong

",0
"फिल्म के पहले गाने से ही निर्देशक आनंद एल

","Film director Anand L first songs

",0
"फिल्म के मुख्य किरदारों ने छाप छोड़ने वाला अभिनय किया है

","The main characters of the film starred leave his mark

",0
"फिल्म के रिलीज होने के पहले सवाल खड़े किए गए थे कि क्या एंड्रयू स्पाइडरमैन के रूप में जंचेंगे? क्या दर्शक उन्हें स्पाइडरमैन के रूप में पसंद करेंगे? दोनों प्रश्नों के जवाब सकारात्मक है

","Were questioned before the film's release whether Jnchenge as Andrew Spiderman? What the audience will like them as Spiderman? The answer to both questions is positive

",0
"फिल्म के संगीत से जावेद अख्तर और एआर रहमान के नाम जुड़े हुए हैं

","Javed Akhtar, the film's music and name AR Rahman joined

",0
"फिल्म के हीरो विक्रांत अपनी इस फिल्म के निर्माता और निर्देशक भी हैं

","The film's hero Vikrant also producer and director of this film

",0
"फिल्म 'खूबसूरत' है कि नहीं ये आप तय करें

","Do not they have decided that the film is 'beautiful'

",0
" इन चारों के इर्दगिर्द घूमती इस कहानी में धमाल भोली पंजाबन (रिचा चड्ढा) की एंट्री के बाद आता है

"," These revolved around around comes after the entry of the rock in this story naive Pnjabn (Richa Chadha)

",0
"फिल्म दक्षिणी दिल्ली में सेट है

","The film is set in South Delhi

",0
"फिल्म में कई ऐसे सीन हैं जो सिर्फ लंबाई बढ़ाने के काम आते हैं, जैसे अमिताभ बच्चन का पहला दृश्य, जिसमें लालचंद और वालचंद नामक दो भाइयों के बीच वे समझौता कराते हैं

","There are many scenes in the movie that are just working to increase the length, such as Amitabh Bachchan's first scene, which provide a compromise between the two brothers named Lal Chand and WALCHAND

",0
"फिल्म में कई सीन सहूलियत के हिसाब से बनाए गए हैं

","Many movie scenes are made according to Vantage

",0
"फिल्म में काफी एक्सपेरिमेंट किए गए हैं

","Movies are great experiment

",0
"फिल्म में किरदारों के ‍ह्रदय परिवर्तन से कहानी के उतार चढ़ाव को समझाया गया है, लेकिन यह फिल्म की कहानी को पेंचीदा बनाता है

","Changes heart of the characters in the film off of the story and downs have been explained, but it makes it complicated to film

",0
"फिल्म में कुछ घटनाक्रम दिलचस्प हैं, जैसे चोर-हवलदार और गवाह वाले सीन, पंखे को ठिकाने वाले सीन, लेकिन इनके बीच कई बोरियत भरे लम्हे भी झेलने पड़़ते हैं

","There are some interesting developments in the film, such as burglar-sergeant and witness the scene, fans of the whereabouts of Sean, but among them many boredom filled moments withstand Pdhte

",0
"फिल्म में जो कुछ भी बताया गया है, वैसा लगभग हर व्यक्ति के साथ कभी न कभी होता ही है

","Movie in which something has been said, so almost every person with sooner or later

",0
"फिल्म में बच्चों, खास तौर पर लड़कियों की तस्करी के मामले को केंद्र में रखा गया है

","Children in the film, in the case of trafficking, especially girls have been placed in the center

",0
"फिल्म में मूल पात्र केविन कोनोली , एड्रियन ग्रेनियर , केविन डिलन , जैरी फेरारा , और जेरेमी पिवन जैसे नाम शामिल है

","The film's original character, Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, and Jeremy Pivan names

",0
"फिल्म में लीड किरदार करने वाली भूमि पेढनेकर लंबे अर्से से इसी बैनर के साथ बतौर कास्टिंग डायरेक्टर जुड़ी हुई हैं

","Land that lead character in the film Pednekr are attached as a casting director with a long time this banner

",0
" इन तीनो किरदारों के अलावा देशप्रेमी सिंह (शाद रंधावा), असरानी और सुरेश मेनन का भी अहम रोल है

"," In addition to these three characters patriotic Singh (Shaad Randhawa), also driven by Asrani and Suresh Menon

",0
"फिल्म में शाहाना धीमापन है

","Regal's slowness in film

",0
"फिल्म में सिमोन (जेसन बेटमैन) और रोबिन (रिबेका हाल) एक नए घर में आते हैं

","Simon (Jason Bateman) and Robin (Rebecca film recently) come into a new home

",0
"फैमिली के शोरशराबे से बचने और कुछ पैसा कमाने के मकसद से मीनाक्षी एक आर्ट कॉलेज की लाइब्रेरी में नौकरी करती है

","Family Meenakshi avoid noisy and aim to earn some money is a job in the library of an art college

",0
"फोटो देख उसे न पहचानने के बावजूद उसका नृत्य देख चुन लिया जाता है और जिस फिल्म में चयन होता है, उसका हीरो है जॉर्ज

","Photo viewing is chosen see him dance despite her not identify and which is selected in the film, his hero George

",0
"फोर्ड के रूप में एरन टेलर-जॉनसन का काम ठीक है

","Ford as well work for Aaron Taylor-Johnson

",0
"बंपर ड्रॉ', कॉमेडी ड्रामा शैली की फिल्म है जिसे इरशाद खान ने डायरेक्ट किया है, यह मल्टीस्टारर फिल्म दर्शकों का दिल जीतने में कामयाब साबित   हो पाएगी या नहीं आइए जानते हैं:

","Bumper Draw 'comedy drama has style film that Irshad Khan Direct, this multi-starrer film would be able to win the hearts of the audience or not, let us know:

",0
"बचपन में कभी कभी हम खेल खेलते थे तो कोई एक्टर बन जाता था तो कोई क्रिकेटर

","Sometimes we used to play games then there was the actor a player in childhood

",0
"बतौर डायरेक्टर जपिन्दर कौर की 'दिल्लीवाली जालिम गर्लफ्रेंड' पहली फिल्म है

","As director japinder Kaur 'Dilliwali bloodthirsty girlfriends' debut

",0
"बतौर डायरेक्टर भंसाली की पिछली दोनों फिल्में सांवरिया और गुजारिश बेशक बॉक्स ऑफिस पर कुछ खास न कर पाई हों, लेकिन क्रिटिक्स और दर्शकों के एक बड़े वर्ग ने इन फिल्मों को पसंद किया

","As director Bhansali's last two films Saawariya and request did nothing more special course at the box office, but there Critics and a large section of the audience liked these movies

",0
"बदलापुर के टिकट बुक करने के लिए क्लिक करें

","Click to book Badlapur tickets

",0
" इन दिनों जब बॉक्स ऑफिस पर कामयाबी का क्रेडिट टॉप हीरो के नाम रहता है तो आनंद की दोनों फिल्मों को नायिकाओं के इर्दगिर्द घूमती फिल्में कहा जा सकता है

"," These days revolves around the heroine Both films enjoyed box office success is a credit TOP hero named movies can be added

",0
"बदलापुर में नवाजुद्दीन सिद्दकी ने इतना उम्दा अभिनय किया है कि वे फिल्म को नुकसान पहुंचा गए

","Nawazuddin in Badlapur Siddiqui starred so good were they damage the film

",0
"बरसों पहले बॉक्स ऑफिस पर कामयाबी का रेकॉर्ड बना चुकीं 'आरजू', 'गीत', 'आंखें' जैसी फिल्मों के मेकर रामानंद सागर की अगली पीढ़ी बेशक स्मॉल स्क्रीन पर अपनी पहचान बनाने में कुछ हद तक कामयाब रही

","Years earlier, who made a record of success at the box office 'Arzoo', 'Song', 'eyes' are managed by the film maker's next generation of Ramanand Sagar course small screen somewhat to stand

",0
"बरसों से बॉक्स-ऑफिस पर ऐक्शन-थ्रिलर फिल्मों का अपना बाजार बरकरार है

","Your market action-thriller movies on long box-office continues

",0
"बस! फिर क्या था, उनके इस बयान के बाद ऐसा जबर्दस्त बवाल मचा, कि रणबीर ने इस कॉमेंट पर सॉरी कहते हुए बयान का दूसरा मतलब पेश करके फिल्म को बड़ी प्रॉब्लम में पड़ने से बचा लिया

","Bus! What was that again, followed by this statement caused a great controversy, that Ranbir has avoided falling into a big problem for the film by presenting the second means, the statement says sorry to Recommend

",0
"बहती हवा के साथ चलने का दस्तूर ग्लैमर इंडस्ट्री में बरसों से है

","Practice walking with the wind blowing from years in the glamor industry

",0
"बहन का रोल इसलिए है कि गुंडे उसकी इज्जत लूटने की कोशिश करे और हीरो को एक फाइट सीन का मौका मिले

","Sister of rolls so that goon tries to rob his honor and hero at the chance of a fight scene

",0
"बहुत दिनों बाद ऐसी फिल्म देखी कि जिसमें आधा पौना घंटे का एक्शन पैक्ड क्लाइमेक्स है

","Seen the movie a long time after that in which the action-packed climax half skimmer hours

",0
"बहुत पहले 60, 70 और 80  के दशक में फिल्मों में कोठे का बड़ा जिक्र होता था और हीरो बार-बार कोठे पर जाकर वहां की नृत्य करने   वाली अदाकारा से प्यार कर बैठता था

","Was 60, was 70 and had great referring brothel in films in the 80s and falls in love with the actress to dance to go out on the hero repeatedly brothel

",0
"बात की जाए 'बदलापुर' की, तो यह बदले पर आधारित मूवी है

","The Talking 'Badlapur', then it is a movie based on return

",0
"बात की जाए साजिद खान की हिम्मतवाला की, तो उन्होंने अपनी तरफ से ज्यादा नया करने की कोशिश नहीं की है और मूल फिल्म के भाव को जस का तस रखा है

","The Talking Sajid Khan's courageous, he has not tried to do too much newer than your side and remain the same as found in the original film

",0
" इन दिनों ज्यादातर फिल्में इसी ट्रेंड को फॉलो कर रही हैं

"," These days are doing most of the films follow the same trend

",0
"बावजूद इसके गगनहेम ने नोबल पर फोकस न करते हुए मलाला के आम जीवन पर फोकस किया है

","Despite Ggnhem is focused on ordinary life do not focus on the noble and Malala

",0
"बिकाऊ मसालों को अपने थिएटरों पर परोसने में लगे सिनेमा मालिक ऐसी बेहतरीन फिल्मों से बचते हैं, जो आज की युवा पीढ़ी को अपने गौरवमयी इतिहास से रूबरू कराती है

","Sale amidst the younger generation of spices to avoid engaged in serving their theaters Cinema owns the best films, which today its glorious history

",0
"बिल रे का यह वर्जन कहीं न कहीं 9-11 की याद दिलाता है

","Bill Ray this version reminds 9-11 somewhere

",0
"बुलबुल चाहती है उसका इंस्पेक्टर हज़्बंड किसी भी तरह से कमाई करे ताकि रिटायरमेंट के बाद दोनों खुशहाल जिदंगी गुजार सकें

","Nightingale wants the Inspector Hazhbnd can pass both joyful Life in any way since the earnings, so that retirement

",0
"बुलबुल चौटाला के किरदार में नीतू सिंह कई सीन्स में ऋषि कपूर पर हावी रहीं

","Nightingale Neetu Singh plays Chautala remained dominate Rishi Kapoor in many scenes

",0
"बेशक, फिल्म 'फटा पोस्टर निकला हीरो' में संतोषी की बात कहने का अंदाज सत्तर-अस्सी के दशक में बनी कॉमिडी फिल्मों की याद दिलाए, लेकिन आपको अपसेट नहीं करेगा

","Of course, the film torn posters reminded of Nikla Hero 'made comedy films in Santoshi talked to say the style seventies-eighties, but will not you upset

",0
"बॉक्स ऑफिस पर बिकाऊ स्टार्स का मोह छोड़ अब बड़े बैनर्स भी सीमित बजट में फिट स्टार कास्ट के साथ फिल्में बनाना फायदे का सौदा मानने लगी है

","Box office Available detachment of stars now view them as a win-win situation to make movies with the cast fit into large banners limited budget

",0
"बॉक्स ऑफिस पर सुपर हिट 'दबंग' से बतौर डायरेक्टर करियर की शुरूआत करने वाले अभिनय सिंह कश्यप ने लंबे गैप के बाद अब दूसरी फिल्म में एक बार फिर स्क्रिप्ट और किरदारों पर अपनी अच्छी पकड़ रखने की प्रतिभा का एहसास कराने की कोशिश की है

","Box office super hit Dabangg 'star, who started as director of career Singh Kashyap has after a long gap now trying to realize the talent to keep its grip on once script and characters in the second film

",0
"बॉलिवुड अब बदलाव के दौर में है

","Bollywood is now in transition

",0
"बॉलिवुड में आज भी कई ऐसे पापा है जो अपने लाडलों को हर हाल में हीरो बनाने पर आमादा है

","Bollywood still many parents who are intent on making the hero in all circumstances their Ladlon

",0
" इन दिनों दिल्ली हर फिल्म मेकर की पहली पसंद बनती जा रही है

"," These days Delhi has every film becomes the first choice for TV

",0
"बॉलिवुड में इन दिनों रीमेक और सिक्वल का दौर है

","Bollywood these days remake round of sequels

",0
"बॉलिवुड में लंबे अर्से से चल रहे 'स्टार सन' के दौर में प्रड्यूसर सुनील दर्शन भी शामिल हो गए हैं

","Running a long time Bollywood star Sun producer Suneel Darshan in 'round joined

",0
"बॉलिवुड में सीक्वल का सीजन खूब चल निकला है

","Bollywood is set out each season of sequels

",0
"बॉलीवुड में पंकज कपूर एकमात्र ऐसे अभिनेता हैं जिन्हें मन मुताबिक काम न मिले तो वे घर बैठना पसंद करते हैं

","Pankaj Kapoor in Bollywood is the only actor in mind, according prefers to work not met then they sit home

",0
